2024_11_15_00aec36867a108bb4824g-115	2024_11_15_00aec36867a108bb4824g-115.jpg	fig-notes-037.jpg
2024_11_15_00aec36867a108bb4824g-116	2024_11_15_00aec36867a108bb4824g-116.jpg	fig-notes-038.jpg
2024_11_15_00aec36867a108bb4824g-116(1)	2024_11_15_00aec36867a108bb4824g-116(1).jpg	fig-notes-039.jpg
2024_11_15_00aec36867a108bb4824g-118	2024_11_15_00aec36867a108bb4824g-118.jpg	fig-notes-040.jpg
2024_11_15_00aec36867a108bb4824g-118(1)	2024_11_15_00aec36867a108bb4824g-118(1).jpg	fig-notes-041.jpg
2024_11_15_00aec36867a108bb4824g-118(2)	2024_11_15_00aec36867a108bb4824g-118(2).jpg	fig-notes-042.jpg
2024_11_15_00aec36867a108bb4824g-121	2024_11_15_00aec36867a108bb4824g-121.jpg	fig-notes-043.jpg
2024_11_15_00aec36867a108bb4824g-123(3)	2024_11_15_00aec36867a108bb4824g-123(3).jpg	fig-notes-044.jpg
2024_11_15_00aec36867a108bb4824g-138	2024_11_15_00aec36867a108bb4824g-138.jpg	fig-notes-045.jpg
2025_05_18_7fc827f1f5650a24551bg-2	2025_05_18_7fc827f1f5650a24551bg-2.jpg	fig-notes-046.jpg
2025_05_18_7fc827f1f5650a24551bg-3	2025_05_18_7fc827f1f5650a24551bg-3.jpg	fig-notes-047.jpg
2025_05_18_7fc827f1f5650a24551bg-3(1)	2025_05_18_7fc827f1f5650a24551bg-3(1).jpg	fig-notes-048.jpg
2025_05_18_cec2947fbb41439d14ffg-2	2025_05_18_cec2947fbb41439d14ffg-2.jpg	fig-notes-049.jpg
2025_05_18_cec2947fbb41439d14ffg-2(1)	2025_05_18_cec2947fbb41439d14ffg-2(1).jpg	fig-notes-050.jpg
2025_05_18_cec2947fbb41439d14ffg-2(2)	2025_05_18_cec2947fbb41439d14ffg-2(2).jpg	fig-notes-051.jpg
2025_05_18_cec2947fbb41439d14ffg-2(3)	2025_05_18_cec2947fbb41439d14ffg-2(3).jpg	fig-notes-052.jpg
Screenshot 2025-02-10 at 5.39.03 PM	Screenshot 2025-02-10 at 5.39.03 PM.png	fig-notes-053.png
Screenshot 2025-02-12 at 2.06.20 PM.png	Screenshot 2025-02-12 at 2.06.20 PM.png	fig-notes-054.png
Screenshot 2025-02-12 at 2.08.17 PM.png	Screenshot 2025-02-12 at 2.08.17 PM.png	fig-notes-055.png
Screenshot 2025-02-24 at 1.43.53 PM.png	Screenshot 2025-02-24 at 1.43.53 PM.png	fig-notes-056.png
Screenshot 2025-02-24 at 1.52.57 PM.png	Screenshot 2025-02-24 at 1.52.57 PM.png	fig-notes-057.png
Screenshot 2025-02-24 at 10.40.05 PM.png	Screenshot 2025-02-24 at 10.40.05 PM.png	fig-notes-058.png
Screenshot 2025-02-24 at 11.40.07 PM.png	Screenshot 2025-02-24 at 11.40.07 PM.png	fig-notes-059.png
Screenshot 2025-03-07 at 4.36.44 PM.png	Screenshot 2025-03-07 at 4.36.44 PM.png	fig-notes-060.png
Screenshot 2025-03-07 at 5.07.58 PM.png	Screenshot 2025-03-07 at 5.07.58 PM.png	fig-notes-061.png
Screenshot 2025-03-07 at 5.11.20 PM.png	Screenshot 2025-03-07 at 5.11.20 PM.png	fig-notes-062.png
Screenshot 2025-03-07 at 5.12.57 PM.png	Screenshot 2025-03-07 at 5.12.57 PM.png	fig-notes-063.png
Screenshot 2025-03-07 at 5.16.49 PM.png	Screenshot 2025-03-07 at 5.16.49 PM.png	fig-notes-064.png
Screenshot 2025-03-07 at 5.18.13 PM.png	Screenshot 2025-03-07 at 5.18.13 PM.png	fig-notes-065.png
Screenshot 2025-03-07 at 5.19.54 PM.png	Screenshot 2025-03-07 at 5.19.54 PM.png	fig-notes-066.png
Screenshot 2025-03-07 at 5.20.25 PM.png	Screenshot 2025-03-07 at 5.20.25 PM.png	fig-notes-067.png
Screenshot 2025-03-07 at 5.20.55 PM.png	Screenshot 2025-03-07 at 5.20.55 PM.png	fig-notes-068.png
Screenshot 2025-03-07 at 5.21.20 PM.png	Screenshot 2025-03-07 at 5.21.20 PM.png	fig-notes-069.png
Screenshot 2025-03-07 at 5.23.25 PM.png	Screenshot 2025-03-07 at 5.23.25 PM.png	fig-notes-070.png
Screenshot 2025-03-10 at 4.05.33 PM.png	Screenshot 2025-03-10 at 4.05.33 PM.png	fig-notes-071.png
Screenshot 2025-03-17 at 5.38.44 PM.png	Screenshot 2025-03-17 at 5.38.44 PM.png	fig-notes-072.png
Screenshot 2025-03-18 at 12.33.46 PM.png	Screenshot 2025-03-18 at 12.33.46 PM.png	fig-notes-073.png
Screenshot 2025-03-18 at 12.34.10 PM.png	Screenshot 2025-03-18 at 12.34.10 PM.png	fig-notes-074.png
Screenshot 2025-03-18 at 12.50.08 PM.png	Screenshot 2025-03-18 at 12.50.08 PM.png	fig-notes-075.png
Screenshot 2025-04-01 at 6.48.23 PM.png	Screenshot 2025-04-01 at 6.48.23 PM.png	fig-notes-076.png
Screenshot 2025-04-02 at 3.27.38 PM.png	Screenshot 2025-04-02 at 3.27.38 PM.png	fig-notes-077.png
Screenshot 2025-04-07 at 6.01.53 PM.png	Screenshot 2025-04-07 at 6.01.53 PM.png	fig-notes-078.png
Screenshot 2025-04-08 at 11.53.00 AM.png	Screenshot 2025-04-08 at 11.53.00 AM.png	fig-notes-079.png
Screenshot 2025-04-22 at 12.39.28 PM.png	Screenshot 2025-04-22 at 12.39.28 PM.png	fig-notes-080.png
Screenshot 2025-04-22 at 5.47.31 PM.png	Screenshot 2025-04-22 at 5.47.31 PM.png	fig-notes-081.png
Screenshot 2025-04-28 at 1.29.45 PM.png	Screenshot 2025-04-28 at 1.29.45 PM.png	fig-notes-082.png
Screenshot 2025-04-28 at 1.41.14 PM.png	Screenshot 2025-04-28 at 1.41.14 PM.png	fig-notes-083.png
Screenshot 2025-04-28 at 2.56.46 PM.png	Screenshot 2025-04-28 at 2.56.46 PM.png	fig-notes-084.png
Screenshot 2025-04-28 at 4.16.39 PM.png	Screenshot 2025-04-28 at 4.16.39 PM.png	fig-notes-085.png
Screenshot 2025-04-30 at 5.32.23 PM.png	Screenshot 2025-04-30 at 5.32.23 PM.png	fig-notes-086.png
Screenshot 2025-05-08 at 2.47.38 PM.png	Screenshot 2025-05-08 at 2.47.38 PM.png	fig-notes-087.png
Screenshot 2025-05-08 at 3.51.21 PM.png	Screenshot 2025-05-08 at 3.51.21 PM.png	fig-notes-088.png
Screenshot 2025-05-15 at 3.44.20 PM.png	Screenshot 2025-05-15 at 3.44.20 PM.png	fig-notes-089.png
Screenshot 2025-05-15 at 4.29.22 PM.png	Screenshot 2025-05-15 at 4.29.22 PM.png	fig-notes-090.png
flow1.pdf	flow1.pdf	fig-notes-091.pdf
flow2.pdf	flow2.pdf	fig-notes-092.pdf
img1	img1.pdf	fig-notes-093.pdf
on_phase_3.pdf	on_phase_3.pdf	fig-notes-094.pdf
phasediag_su2_su3.pdf	phasediag_su2_su3.pdf	fig-notes-095.pdf
x1.pdf	x1.pdf	fig-notes-096.pdf
x2.pdf	x2.pdf	fig-notes-097.pdf
